Side,Time
B,2018-01-10 18:27:48
B,2018-01-10 18:28:27
S,2018-01-10 18:28:31
B,2018-01-10 18:28:49
S,2018-01-10 18:29:53
S,2018-01-10 18:29:58
B,2018-01-10 18:31:06
S,2018-01-10 18:31:15
B,2018-01-10 18:31:57
B,2018-01-10 18:31:59
S,2018-01-10 18:32:37
B,2018-01-10 18:32:44
S,2018-01-10 18:32:48
S,2018-01-10 18:32:59
S,2018-01-10 18:33:25
B,2018-01-10 18:33:54
S,2018-01-10 18:33:55
B,2018-01-10 18:34:09
S,2018-01-10 18:34:15
S,2018-01-10 18:34:19
S,2018-01-10 18:34:41
B,2018-01-10 18:34:46
B,2018-01-10 18:35:00
S,2018-01-10 18:35:03
S,2018-01-10 18:35:15
B,2018-01-10 18:36:35
B,2018-01-10 18:36:51
B,2018-01-10 18:37:34
S,2018-01-10 18:38:03
B,2018-01-10 18:38:50
S,2018-01-10 18:39:20
B,2018-01-10 18:39:26
S,2018-01-10 18:41:19
S,2018-01-10 18:41:36
S,2018-01-10 18:41:44
B,2018-01-10 18:41:46
B,2018-01-10 18:42:10
B,2018-01-10 18:42:11
S,2018-01-10 18:42:59
S,2018-01-10 18:43:06
B,2018-01-10 18:43:40
S,2018-01-10 18:43:41
S,2018-01-10 18:43:47
S,2018-01-10 18:43:56
B,2018-01-10 18:44:09
S,2018-01-10 18:44:26
B,2018-01-10 18:45:16
B,2018-01-10 18:45:41
B,2018-01-10 18:45:44
B,2018-01-10 18:45:55
B,2018-01-10 18:46:06
S,2018-01-10 18:46:33
B,2018-01-10 18:46:36
B,2018-01-10 18:47:29
B,2018-01-10 18:47:30
S,2018-01-10 18:48:14
S,2018-01-10 18:49:04
S,2018-01-10 18:50:23
S,2018-01-10 18:50:26
B,2018-01-10 18:51:33
B,2018-01-10 18:51:53
S,2018-01-10 18:52:16
S,2018-01-10 18:52:24
S,2018-01-10 18:52:30
S,2018-01-10 18:53:23
B,2018-01-10 18:53:29
S,2018-01-10 18:53:59
S,2018-01-10 18:54:01
S,2018-01-10 18:55:22
S,2018-01-10 18:55:25
S,2018-01-10 18:55:33
S,2018-01-10 18:55:46
S,2018-01-10 18:56:00
B,2018-01-10 18:56:15
B,2018-01-10 18:56:18
B,2018-01-10 18:56:26
B,2018-01-10 18:57:11
B,2018-01-10 18:57:17
B,2018-01-10 18:57:22
S,2018-01-10 18:57:41
S,2018-01-10 18:57:53
B,2018-01-10 18:58:35
S,2018-01-10 18:58:41
B,2018-01-10 18:58:46
S,2018-01-10 18:58:52
S,2018-01-10 18:59:49
S,2018-01-10 19:00:10
S,2018-01-10 19:00:19
S,2018-01-10 19:00:24
S,2018-01-10 19:00:47
B,2018-01-10 19:00:49
B,2018-01-10 19:02:05
S,2018-01-10 19:02:23
B,2018-01-10 19:02:59
S,2018-01-10 19:03:15
B,2018-01-10 19:04:10
S,2018-01-10 19:04:44
B,2018-01-10 19:04:48
S,2018-01-10 19:04:54
B,2018-01-10 19:05:21
S,2018-01-10 19:06:40
B,2018-01-10 19:07:24
S,2018-01-10 19:07:49
S,2018-01-10 19:07:50
S,2018-01-10 19:08:16
B,2018-01-10 19:09:13
B,2018-01-10 19:09:26
B,2018-01-10 19:09:47
S,2018-01-10 19:09:50
B,2018-01-10 19:09:55
S,2018-01-10 19:10:08
B,2018-01-10 19:10:39
B,2018-01-10 19:10:54
B,2018-01-10 19:11:35
B,2018-01-10 19:11:38
S,2018-01-10 19:12:58
B,2018-01-10 19:13:12
B,2018-01-10 19:13:24
S,2018-01-10 19:14:15
S,2018-01-10 19:16:11
B,2018-01-10 19:16:14
B,2018-01-10 19:16:18
S,2018-01-10 19:16:36
S,2018-01-10 19:16:42
S,2018-01-10 19:18:47
B,2018-01-10 19:19:04
B,2018-01-10 19:20:36
B,2018-01-10 19:21:08
S,2018-01-10 19:21:29
S,2018-01-10 19:22:04
S,2018-01-10 19:22:09
B,2018-01-10 19:22:59
S,2018-01-10 19:23:06
B,2018-01-10 19:24:03
S,2018-01-10 19:24:46
B,2018-01-10 19:25:40
B,2018-01-10 19:26:05
S,2018-01-10 19:26:07
B,2018-01-10 19:26:13
S,2018-01-10 19:26:37
B,2018-01-10 19:26:43
S,2018-01-10 19:26:52
S,2018-01-10 19:27:26
B,2018-01-10 19:27:42
S,2018-01-10 19:27:56
B,2018-01-10 19:28:00
S,2018-01-10 19:28:03
S,2018-01-10 19:29:09
S,2018-01-10 19:29:23
S,2018-01-10 19:29:52
B,2018-01-10 19:30:07
S,2018-01-10 19:30:33
S,2018-01-10 19:30:49
B,2018-01-10 19:31:22
B,2018-01-10 19:32:25
B,2018-01-10 19:32:56
B,2018-01-10 19:33:28
B,2018-01-10 19:33:39
B,2018-01-10 19:33:49
S,2018-01-10 19:34:21
B,2018-01-10 19:34:22
S,2018-01-10 19:34:25
B,2018-01-10 19:34:56
S,2018-01-10 19:35:49
S,2018-01-10 19:37:05
S,2018-01-10 19:37:49
B,2018-01-10 19:39:13
B,2018-01-10 19:39:45
B,2018-01-10 19:39:56
B,2018-01-10 19:40:10
S,2018-01-10 19:40:26
B,2018-01-10 19:40:35
S,2018-01-10 19:41:09
S,2018-01-10 19:41:38
B,2018-01-10 19:42:48
B,2018-01-10 19:43:09
B,2018-01-10 19:43:37
S,2018-01-10 19:43:43
B,2018-01-10 19:44:16
S,2018-01-10 19:44:21
B,2018-01-10 19:44:59
S,2018-01-10 19:45:18
B,2018-01-10 19:45:21
B,2018-01-10 19:45:55
S,2018-01-10 19:45:57
B,2018-01-10 19:47:36
B,2018-01-10 19:48:06
B,2018-01-10 19:48:10
B,2018-01-10 19:48:13
B,2018-01-10 19:48:36
B,2018-01-10 19:48:51
B,2018-01-10 19:49:26
S,2018-01-10 19:49:43
S,2018-01-10 19:50:43
B,2018-01-10 19:51:16
B,2018-01-10 19:51:34
B,2018-01-10 19:53:19
S,2018-01-10 19:53:43
S,2018-01-10 19:53:55
B,2018-01-10 19:54:19
S,2018-01-10 19:54:26
B,2018-01-10 19:54:56
B,2018-01-10 19:56:09
B,2018-01-10 19:56:12
B,2018-01-10 19:56:51
S,2018-01-10 19:57:23
S,2018-01-10 19:57:24
B,2018-01-10 19:57:25
S,2018-01-10 19:57:29
S,2018-01-10 19:57:30
B,2018-01-10 19:57:52
S,2018-01-10 19:58:30
B,2018-01-10 19:58:44
B,2018-01-10 19:58:51
B,2018-01-10 19:59:00
B,2018-01-10 20:00:24
S,2018-01-10 20:00:33
B,2018-01-10 20:01:02
S,2018-01-10 20:01:41
B,2018-01-10 20:03:17
B,2018-01-10 20:03:45
S,2018-01-10 20:03:53
B,2018-01-10 20:04:28
S,2018-01-10 20:04:36
S,2018-01-10 20:07:18
B,2018-01-10 20:07:40
B,2018-01-10 20:07:51
B,2018-01-10 20:08:05
B,2018-01-10 20:08:19
B,2018-01-10 20:08:23
B,2018-01-10 20:09:27
S,2018-01-10 20:10:07
S,2018-01-10 20:10:29
B,2018-01-10 20:12:39
S,2018-01-10 20:13:28
S,2018-01-10 20:13:45
B,2018-01-10 20:13:49
B,2018-01-10 20:13:51
S,2018-01-10 20:14:11
B,2018-01-10 20:14:33
S,2018-01-10 20:14:50
B,2018-01-10 20:15:22
S,2018-01-10 20:15:53
S,2018-01-10 20:16:38
S,2018-01-10 20:17:56
S,2018-01-10 20:18:52
B,2018-01-10 20:19:04
B,2018-01-10 20:19:11
S,2018-01-10 20:19:33
S,2018-01-10 20:19:35
B,2018-01-10 20:19:54
B,2018-01-10 20:21:08
S,2018-01-10 20:21:39
S,2018-01-10 20:21:49
S,2018-01-10 20:22:09
S,2018-01-10 20:22:22
S,2018-01-10 20:22:33
B,2018-01-10 20:22:50
S,2018-01-10 20:24:13
B,2018-01-10 20:24:32
B,2018-01-10 20:24:44
B,2018-01-10 20:25:40
S,2018-01-10 20:26:11
B,2018-01-10 20:26:33
B,2018-01-10 20:26:58
B,2018-01-10 20:27:06
B,2018-01-10 20:27:07
S,2018-01-10 20:27:34
S,2018-01-10 20:27:57
B,2018-01-10 20:28:10
B,2018-01-10 20:28:14
S,2018-01-10 20:29:06
S,2018-01-10 20:29:36
S,2018-01-10 20:29:54
B,2018-01-10 20:30:50
S,2018-01-10 20:30:56
B,2018-01-10 20:31:06
B,2018-01-10 20:31:41
S,2018-01-10 20:32:41
B,2018-01-10 20:32:47
S,2018-01-10 20:34:27
B,2018-01-10 20:35:20
S,2018-01-10 20:35:42
B,2018-01-10 20:35:46
B,2018-01-10 20:35:56
S,2018-01-10 20:36:15
S,2018-01-10 20:36:28
S,2018-01-10 20:37:20
S,2018-01-10 20:38:12
B,2018-01-10 20:38:43
S,2018-01-10 20:38:50
S,2018-01-10 20:39:06
B,2018-01-10 20:40:17
S,2018-01-10 20:40:42
S,2018-01-10 20:42:19
B,2018-01-10 20:43:06
S,2018-01-10 20:43:30
S,2018-01-10 20:43:39
S,2018-01-10 20:45:06
S,2018-01-10 20:45:08
S,2018-01-10 20:45:28
S,2018-01-10 20:45:29
B,2018-01-10 20:45:58
S,2018-01-10 20:46:22
B,2018-01-10 20:46:33
B,2018-01-10 20:47:16
B,2018-01-10 20:48:55
B,2018-01-10 20:48:58
S,2018-01-10 20:49:22
S,2018-01-10 20:49:26
S,2018-01-10 20:49:53
B,2018-01-10 20:50:00
S,2018-01-10 20:50:04
S,2018-01-10 20:50:33
S,2018-01-10 20:50:46
B,2018-01-10 20:51:53
B,2018-01-10 20:52:16
S,2018-01-10 20:52:26
B,2018-01-10 20:53:18
B,2018-01-10 20:53:34
S,2018-01-10 20:53:42
B,2018-01-10 20:53:49
B,2018-01-10 20:54:05
S,2018-01-10 20:54:29
B,2018-01-10 20:55:27
B,2018-01-10 20:55:39
B,2018-01-10 20:56:22
B,2018-01-10 20:56:29
B,2018-01-10 20:56:53
B,2018-01-10 20:57:34
B,2018-01-10 20:57:46
B,2018-01-10 20:58:01
S,2018-01-10 20:58:02
S,2018-01-10 20:59:29
S,2018-01-10 21:00:00
S,2018-01-10 21:00:08
B,2018-01-10 21:00:28
S,2018-01-10 21:01:14
S,2018-01-10 21:01:41
B,2018-01-10 21:01:43
B,2018-01-10 21:01:46
B,2018-01-10 21:02:24
B,2018-01-10 21:02:28
B,2018-01-10 21:03:25
S,2018-01-10 21:03:47
B,2018-01-10 21:07:30
S,2018-01-10 21:08:26
S,2018-01-10 21:08:34
B,2018-01-10 21:08:50
S,2018-01-10 21:09:18
S,2018-01-10 21:09:45
B,2018-01-10 21:09:57
S,2018-01-10 21:10:44
S,2018-01-10 21:11:18
S,2018-01-10 21:11:20
B,2018-01-10 21:11:29
B,2018-01-10 21:11:33
B,2018-01-10 21:11:40
S,2018-01-10 21:13:47
B,2018-01-10 21:13:53
S,2018-01-10 21:15:11
B,2018-01-10 21:15:37
S,2018-01-10 21:15:41
B,2018-01-10 21:16:34
B,2018-01-10 21:16:51
S,2018-01-10 21:17:24
B,2018-01-10 21:18:10
S,2018-01-10 21:18:51
B,2018-01-10 21:19:42
B,2018-01-10 21:19:48
S,2018-01-10 21:19:53
S,2018-01-10 21:20:42
S,2018-01-10 21:21:43
B,2018-01-10 21:22:37
S,2018-01-10 21:22:46
B,2018-01-10 21:22:59
S,2018-01-10 21:24:01
S,2018-01-10 21:25:25
S,2018-01-10 21:25:38
S,2018-01-10 21:25:48
S,2018-01-10 21:26:45
S,2018-01-10 21:27:40
B,2018-01-10 21:27:59
S,2018-01-10 21:28:17
B,2018-01-10 21:29:29
S,2018-01-10 21:30:20
S,2018-01-10 21:32:21
S,2018-01-10 21:32:55
B,2018-01-10 21:33:09
B,2018-01-10 21:33:39
S,2018-01-10 21:33:53
B,2018-01-10 21:34:08
S,2018-01-10 21:34:39
S,2018-01-10 21:34:53
B,2018-01-10 21:34:58
B,2018-01-10 21:35:17
B,2018-01-10 21:36:01
B,2018-01-10 21:36:46
S,2018-01-10 21:36:49
B,2018-01-10 21:37:04
B,2018-01-10 21:37:11
S,2018-01-10 21:37:19
B,2018-01-10 21:37:21
B,2018-01-10 21:37:59
B,2018-01-10 21:38:41
B,2018-01-10 21:39:40
S,2018-01-10 21:40:34
S,2018-01-10 21:41:39
B,2018-01-10 21:42:52
B,2018-01-10 21:42:59
S,2018-01-10 21:44:36
B,2018-01-10 21:45:16
B,2018-01-10 21:45:29
B,2018-01-10 21:45:30
B,2018-01-10 21:45:37
B,2018-01-10 21:46:02
B,2018-01-10 21:47:14
B,2018-01-10 21:47:29
B,2018-01-10 21:47:30
B,2018-01-10 21:48:33
S,2018-01-10 21:49:17
S,2018-01-10 21:49:28
S,2018-01-10 21:50:00
B,2018-01-10 21:50:25
B,2018-01-10 21:51:02
S,2018-01-10 21:51:05
B,2018-01-10 21:51:08
S,2018-01-10 21:51:30
B,2018-01-10 21:52:59
S,2018-01-10 21:53:08
S,2018-01-10 21:53:27
S,2018-01-10 21:53:41
B,2018-01-10 21:53:53
S,2018-01-10 21:54:00
B,2018-01-10 21:54:23
B,2018-01-10 21:55:01
B,2018-01-10 21:55:41
B,2018-01-10 21:55:44
B,2018-01-10 21:56:00
B,2018-01-10 21:56:50
B,2018-01-10 21:57:28
S,2018-01-10 21:57:41
S,2018-01-10 21:57:46
S,2018-01-10 21:58:41
B,2018-01-10 21:59:01
B,2018-01-10 21:59:17
B,2018-01-10 21:59:26
B,2018-01-10 21:59:29
S,2018-01-10 21:59:48
B,2018-01-10 21:59:59
S,2018-01-10 22:00:29
B,2018-01-10 22:01:06
S,2018-01-10 22:01:15
B,2018-01-10 22:01:28
S,2018-01-10 22:02:02
B,2018-01-10 22:02:41
S,2018-01-10 22:03:28
B,2018-01-10 22:03:44
S,2018-01-10 22:03:54
S,2018-01-10 22:04:47
B,2018-01-10 22:04:57
S,2018-01-10 22:05:21
B,2018-01-10 22:06:01
B,2018-01-10 22:06:05
B,2018-01-10 22:07:13
S,2018-01-10 22:07:19
S,2018-01-10 22:09:00
B,2018-01-10 22:09:16
B,2018-01-10 22:09:32
S,2018-01-10 22:10:18
S,2018-01-10 22:10:37
S,2018-01-10 22:11:12
B,2018-01-10 22:11:17
B,2018-01-10 22:11:49
B,2018-01-10 22:12:07
B,2018-01-10 22:12:58
B,2018-01-10 22:13:00
S,2018-01-10 22:13:04
B,2018-01-10 22:13:11
S,2018-01-10 22:13:22
S,2018-01-10 22:13:56
B,2018-01-10 22:14:38
S,2018-01-10 22:14:40
B,2018-01-10 22:16:20
S,2018-01-10 22:17:04
B,2018-01-10 22:17:29
B,2018-01-10 22:17:51
S,2018-01-10 22:18:13
B,2018-01-10 22:18:38
S,2018-01-10 22:18:52
B,2018-01-10 22:18:59
B,2018-01-10 22:19:17
B,2018-01-10 22:19:35
S,2018-01-10 22:20:18
S,2018-01-10 22:20:47
B,2018-01-10 22:21:07
S,2018-01-10 22:21:56
B,2018-01-10 22:22:13
S,2018-01-10 22:22:20
S,2018-01-10 22:22:43
B,2018-01-10 22:22:46
B,2018-01-10 22:23:17
B,2018-01-10 22:23:24
B,2018-01-10 22:23:47
B,2018-01-10 22:24:26
S,2018-01-10 22:24:33
S,2018-01-10 22:25:00
B,2018-01-10 22:25:19
B,2018-01-10 22:25:35
B,2018-01-10 22:25:52
S,2018-01-10 22:25:59
B,2018-01-10 22:26:28
B,2018-01-10 22:26:58
S,2018-01-10 22:27:01
S,2018-01-10 22:27:06
S,2018-01-10 22:27:11
S,2018-01-10 22:27:44
B,2018-01-10 22:29:08
S,2018-01-10 22:29:18
S,2018-01-10 22:29:50
B,2018-01-10 22:30:25
B,2018-01-10 22:30:26
B,2018-01-10 22:31:44
S,2018-01-10 22:31:45
B,2018-01-10 22:31:56
S,2018-01-10 22:32:56
S,2018-01-10 22:33:02
S,2018-01-10 22:33:12
B,2018-01-10 22:34:27
S,2018-01-10 22:34:44
B,2018-01-10 22:34:58
B,2018-01-10 22:35:15
B,2018-01-10 22:35:42
S,2018-01-10 22:35:53
S,2018-01-10 22:36:08
S,2018-01-10 22:36:49
B,2018-01-10 22:38:05
S,2018-01-10 22:38:26
S,2018-01-10 22:38:59
S,2018-01-10 22:40:28
S,2018-01-10 22:40:36
S,2018-01-10 22:41:23
B,2018-01-10 22:41:54
B,2018-01-10 22:42:52
B,2018-01-10 22:43:03
B,2018-01-10 22:43:17
S,2018-01-10 22:43:49
B,2018-01-10 22:43:55
S,2018-01-10 22:44:14
B,2018-01-10 22:44:19
B,2018-01-10 22:44:23
B,2018-01-10 22:45:40
S,2018-01-10 22:45:51
S,2018-01-10 22:45:55
B,2018-01-10 22:46:11
S,2018-01-10 22:46:32
B,2018-01-10 22:47:08
B,2018-01-10 22:47:10
B,2018-01-10 22:47:15
S,2018-01-10 22:47:20
B,2018-01-10 22:48:56
B,2018-01-10 22:49:00
B,2018-01-10 22:50:10
S,2018-01-10 22:50:24
B,2018-01-10 22:51:19
S,2018-01-10 22:51:59
B,2018-01-10 22:52:04
S,2018-01-10 22:53:11
B,2018-01-10 22:54:09
B,2018-01-10 22:54:22
S,2018-01-10 22:55:29
S,2018-01-10 22:55:42
B,2018-01-10 22:55:53
S,2018-01-10 22:56:13
B,2018-01-10 22:56:30
B,2018-01-10 22:57:06
B,2018-01-10 22:59:02
S,2018-01-10 23:00:42
B,2018-01-10 23:00:45
S,2018-01-10 23:00:57
B,2018-01-10 23:01:58
S,2018-01-10 23:02:32
S,2018-01-10 23:05:03
B,2018-01-10 23:05:27
S,2018-01-10 23:06:28
B,2018-01-10 23:06:44
B,2018-01-10 23:07:53
B,2018-01-10 23:09:58
B,2018-01-10 23:10:04
B,2018-01-10 23:10:32
S,2018-01-10 23:10:53
B,2018-01-10 23:12:33
S,2018-01-10 23:12:55
S,2018-01-10 23:13:09
B,2018-01-10 23:13:22
S,2018-01-10 23:13:28
B,2018-01-10 23:14:06
S,2018-01-10 23:14:10
S,2018-01-10 23:16:25
S,2018-01-10 23:16:27
B,2018-01-10 23:16:51
S,2018-01-10 23:17:00
B,2018-01-10 23:18:00
S,2018-01-10 23:18:22
S,2018-01-10 23:18:39
S,2018-01-10 23:18:47
S,2018-01-10 23:18:54
B,2018-01-10 23:19:06
B,2018-01-10 23:19:09
S,2018-01-10 23:19:49
S,2018-01-10 23:20:07
B,2018-01-10 23:20:29
B,2018-01-10 23:20:35
B,2018-01-10 23:20:36
B,2018-01-10 23:21:15
S,2018-01-10 23:21:16
S,2018-01-10 23:21:41
B,2018-01-10 23:22:15
B,2018-01-10 23:22:21
B,2018-01-10 23:22:36
B,2018-01-10 23:23:18
B,2018-01-10 23:23:29
B,2018-01-10 23:24:10
S,2018-01-10 23:24:27
S,2018-01-10 23:24:57
S,2018-01-10 23:25:20
B,2018-01-10 23:25:51
B,2018-01-10 23:26:07
B,2018-01-10 23:26:21
S,2018-01-10 23:27:34
B,2018-01-10 23:27:37
B,2018-01-10 23:27:59
S,2018-01-10 23:28:05
B,2018-01-10 23:28:34
S,2018-01-10 23:28:56
S,2018-01-10 23:29:23
B,2018-01-10 23:30:47
S,2018-01-10 23:31:52
B,2018-01-10 23:33:40
S,2018-01-10 23:34:11
B,2018-01-10 23:35:01
S,2018-01-10 23:35:15
B,2018-01-10 23:35:22
S,2018-01-10 23:35:30
S,2018-01-10 23:35:40
S,2018-01-10 23:35:48
B,2018-01-10 23:35:51
B,2018-01-10 23:36:08
S,2018-01-10 23:36:49
B,2018-01-10 23:36:55
S,2018-01-10 23:37:17
B,2018-01-10 23:37:22
S,2018-01-10 23:37:47
B,2018-01-10 23:37:48
S,2018-01-10 23:39:29
S,2018-01-10 23:40:44
S,2018-01-10 23:43:07
S,2018-01-10 23:43:11
B,2018-01-10 23:43:25
S,2018-01-10 23:43:41
B,2018-01-10 23:43:49
B,2018-01-10 23:43:53
S,2018-01-10 23:44:13
B,2018-01-10 23:44:29
B,2018-01-10 23:44:55
B,2018-01-10 23:45:32
S,2018-01-10 23:45:56
B,2018-01-10 23:46:28
B,2018-01-10 23:46:48
S,2018-01-10 23:47:11
S,2018-01-10 23:47:37
B,2018-01-10 23:47:40
S,2018-01-10 23:47:59
B,2018-01-10 23:48:00
B,2018-01-10 23:48:20
B,2018-01-10 23:48:41
S,2018-01-10 23:50:12
B,2018-01-10 23:50:30
S,2018-01-10 23:50:41
S,2018-01-10 23:50:44
B,2018-01-10 23:51:31
S,2018-01-10 23:51:39
S,2018-01-10 23:52:42
S,2018-01-10 23:52:47
S,2018-01-10 23:53:47
S,2018-01-10 23:53:49
B,2018-01-10 23:54:07
S,2018-01-10 23:54:43
B,2018-01-10 23:55:14
B,2018-01-10 23:55:26
B,2018-01-10 23:55:38
B,2018-01-10 23:55:53
B,2018-01-10 23:56:00
B,2018-01-10 23:56:22
S,2018-01-10 23:56:23
S,2018-01-10 23:56:46
S,2018-01-10 23:57:10
B,2018-01-10 23:57:12
S,2018-01-10 23:57:13
S,2018-01-10 23:58:04
S,2018-01-10 23:58:40
B,2018-01-10 23:59:16
S,2018-01-10 23:59:19
B,2018-01-11 00:00:13
S,2018-01-11 00:00:28
B,2018-01-11 00:01:07
B,2018-01-11 00:01:18
B,2018-01-11 00:01:51
S,2018-01-11 00:02:10
S,2018-01-11 00:02:19
B,2018-01-11 00:02:47
S,2018-01-11 00:03:11
B,2018-01-11 00:03:20
B,2018-01-11 00:03:33
S,2018-01-11 00:04:39
S,2018-01-11 00:05:17
S,2018-01-11 00:05:33
B,2018-01-11 00:06:59
B,2018-01-11 00:07:33
S,2018-01-11 00:08:41
B,2018-01-11 00:09:13
S,2018-01-11 00:10:59
B,2018-01-11 00:11:38
S,2018-01-11 00:11:52
S,2018-01-11 00:12:20
B,2018-01-11 00:12:49
S,2018-01-11 00:13:01
S,2018-01-11 00:13:04
B,2018-01-11 00:13:17
S,2018-01-11 00:14:47
B,2018-01-11 00:15:11
S,2018-01-11 00:15:14
B,2018-01-11 00:15:58
S,2018-01-11 00:16:07
S,2018-01-11 00:16:29
S,2018-01-11 00:17:23
S,2018-01-11 00:18:27
B,2018-01-11 00:18:42
B,2018-01-11 00:19:41
B,2018-01-11 00:20:05
B,2018-01-11 00:20:27
B,2018-01-11 00:20:58
B,2018-01-11 00:21:07
B,2018-01-11 00:21:26
S,2018-01-11 00:21:59
S,2018-01-11 00:22:19
S,2018-01-11 00:22:39
S,2018-01-11 00:22:46
B,2018-01-11 00:25:42
B,2018-01-11 00:26:16
B,2018-01-11 00:26:35
S,2018-01-11 00:27:07
B,2018-01-11 00:27:08
S,2018-01-11 00:27:27
B,2018-01-11 00:28:08
B,2018-01-11 00:28:15
B,2018-01-11 00:28:22
B,2018-01-11 00:28:52
S,2018-01-11 00:28:54
S,2018-01-11 00:28:57
B,2018-01-11 00:29:32
S,2018-01-11 00:29:36
B,2018-01-11 00:30:04
B,2018-01-11 00:30:34
B,2018-01-11 00:30:41
B,2018-01-11 00:30:50
S,2018-01-11 00:31:11
B,2018-01-11 00:32:45
B,2018-01-11 00:34:41
S,2018-01-11 00:34:59
B,2018-01-11 00:35:14
S,2018-01-11 00:35:56
B,2018-01-11 00:36:24
B,2018-01-11 00:36:25
B,2018-01-11 00:36:32
B,2018-01-11 00:37:03
B,2018-01-11 00:37:42
B,2018-01-11 00:40:09
S,2018-01-11 00:43:43
B,2018-01-11 00:44:52
S,2018-01-11 00:45:05
S,2018-01-11 00:45:20
B,2018-01-11 00:45:41
S,2018-01-11 00:45:50
B,2018-01-11 00:45:51
S,2018-01-11 00:46:20
B,2018-01-11 00:46:25
S,2018-01-11 00:46:41
S,2018-01-11 00:47:39
B,2018-01-11 00:48:51
S,2018-01-11 00:49:14
B,2018-01-11 00:49:39
B,2018-01-11 00:50:02
B,2018-01-11 00:50:11
B,2018-01-11 00:50:12
B,2018-01-11 00:50:56
S,2018-01-11 00:51:20
S,2018-01-11 00:51:39
S,2018-01-11 00:52:09
B,2018-01-11 00:52:33
S,2018-01-11 00:53:14
S,2018-01-11 00:53:15
S,2018-01-11 00:54:18
S,2018-01-11 00:54:42
S,2018-01-11 00:54:45
B,2018-01-11 00:54:58
B,2018-01-11 00:55:01
S,2018-01-11 00:55:22
B,2018-01-11 00:55:38
B,2018-01-11 00:56:14
S,2018-01-11 00:57:36
S,2018-01-11 00:57:59
B,2018-01-11 00:58:18
S,2018-01-11 00:59:23
B,2018-01-11 01:00:26
B,2018-01-11 01:00:33
S,2018-01-11 01:01:10
B,2018-01-11 01:01:28
B,2018-01-11 01:01:30
B,2018-01-11 01:01:31
S,2018-01-11 01:02:07
S,2018-01-11 01:02:25
S,2018-01-11 01:02:33
S,2018-01-11 01:02:59
B,2018-01-11 01:03:03
S,2018-01-11 01:04:19
S,2018-01-11 01:05:22
S,2018-01-11 01:05:46
S,2018-01-11 01:07:50
B,2018-01-11 01:08:44
B,2018-01-11 01:08:54
B,2018-01-11 01:09:10
S,2018-01-11 01:09:25
S,2018-01-11 01:09:54
B,2018-01-11 01:10:05
S,2018-01-11 01:10:31
S,2018-01-11 01:10:32
B,2018-01-11 01:10:41
B,2018-01-11 01:11:05
S,2018-01-11 01:12:28
S,2018-01-11 01:12:52
S,2018-01-11 01:13:27
B,2018-01-11 01:16:18
B,2018-01-11 01:16:29
B,2018-01-11 01:16:32
B,2018-01-11 01:16:48
S,2018-01-11 01:16:59
B,2018-01-11 01:17:13
B,2018-01-11 01:18:32
S,2018-01-11 01:18:49
S,2018-01-11 01:20:16
S,2018-01-11 01:21:35
B,2018-01-11 01:22:31
S,2018-01-11 01:22:39
S,2018-01-11 01:22:47
B,2018-01-11 01:24:07
B,2018-01-11 01:25:56
S,2018-01-11 01:26:21
B,2018-01-11 01:26:33
S,2018-01-11 01:27:43
S,2018-01-11 01:28:14
B,2018-01-11 01:29:36
S,2018-01-11 01:30:56
B,2018-01-11 01:32:24
B,2018-01-11 01:33:12
B,2018-01-11 01:33:19
S,2018-01-11 01:33:31
B,2018-01-11 01:33:34
B,2018-01-11 01:34:00
S,2018-01-11 01:34:04
S,2018-01-11 01:35:37
S,2018-01-11 01:35:50
S,2018-01-11 01:36:22
B,2018-01-11 01:37:10
B,2018-01-11 01:37:32
B,2018-01-11 01:38:08
S,2018-01-11 01:38:14
S,2018-01-11 01:38:27
B,2018-01-11 01:38:29
S,2018-01-11 01:38:43
S,2018-01-11 01:39:02
B,2018-01-11 01:39:05
B,2018-01-11 01:39:09
S,2018-01-11 01:39:15
S,2018-01-11 01:39:23
S,2018-01-11 01:40:04
B,2018-01-11 01:40:31
B,2018-01-11 01:42:02
B,2018-01-11 01:42:08
B,2018-01-11 01:44:02
B,2018-01-11 01:44:32
S,2018-01-11 01:44:58
S,2018-01-11 01:45:28
S,2018-01-11 01:45:52
B,2018-01-11 01:46:27
B,2018-01-11 01:48:17
B,2018-01-11 01:49:13
S,2018-01-11 01:49:28
B,2018-01-11 01:49:44
B,2018-01-11 01:50:16
S,2018-01-11 01:50:35
B,2018-01-11 01:51:12
S,2018-01-11 01:52:23
B,2018-01-11 01:52:30
B,2018-01-11 01:52:45
S,2018-01-11 01:52:51
S,2018-01-11 01:53:28
S,2018-01-11 01:53:46
S,2018-01-11 01:54:20
S,2018-01-11 01:54:31
S,2018-01-11 01:55:01
B,2018-01-11 01:55:08
B,2018-01-11 01:55:20
S,2018-01-11 01:55:21
B,2018-01-11 01:55:25
S,2018-01-11 01:56:16
B,2018-01-11 01:56:51
S,2018-01-11 01:56:54
B,2018-01-11 01:57:34
B,2018-01-11 01:58:19
B,2018-01-11 01:58:42
B,2018-01-11 01:58:58
B,2018-01-11 01:59:42
S,2018-01-11 02:00:39
S,2018-01-11 02:01:01
S,2018-01-11 02:02:06
B,2018-01-11 02:02:49
S,2018-01-11 02:03:34
B,2018-01-11 02:04:17
B,2018-01-11 02:04:27
B,2018-01-11 02:04:53
S,2018-01-11 02:06:22
