Side,Time
S,2018-01-08 05:43:18
B,2018-01-08 05:43:21
B,2018-01-08 05:43:33
S,2018-01-08 05:43:54
B,2018-01-08 05:44:37
S,2018-01-08 05:44:53
B,2018-01-08 05:45:25
S,2018-01-08 05:47:15
S,2018-01-08 05:47:28
S,2018-01-08 05:48:02
B,2018-01-08 05:48:32
S,2018-01-08 05:48:51
B,2018-01-08 05:49:26
B,2018-01-08 05:49:29
B,2018-01-08 05:49:32
B,2018-01-08 05:51:06
S,2018-01-08 05:51:30
S,2018-01-08 05:51:56
B,2018-01-08 05:52:26
B,2018-01-08 05:52:28
S,2018-01-08 05:52:51
B,2018-01-08 05:53:30
S,2018-01-08 05:54:05
B,2018-01-08 05:55:10
B,2018-01-08 05:55:26
S,2018-01-08 05:55:49
B,2018-01-08 05:55:57
S,2018-01-08 05:56:14
B,2018-01-08 05:57:50
B,2018-01-08 05:58:19
B,2018-01-08 05:58:24
S,2018-01-08 05:58:31
B,2018-01-08 05:58:33
B,2018-01-08 05:59:26
B,2018-01-08 05:59:45
B,2018-01-08 06:00:53
S,2018-01-08 06:01:14
S,2018-01-08 06:01:31
B,2018-01-08 06:01:46
S,2018-01-08 06:01:47
B,2018-01-08 06:01:57
B,2018-01-08 06:02:21
B,2018-01-08 06:03:26
S,2018-01-08 06:03:53
S,2018-01-08 06:04:47
S,2018-01-08 06:05:30
S,2018-01-08 06:05:40
S,2018-01-08 06:05:56
S,2018-01-08 06:06:05
S,2018-01-08 06:06:13
S,2018-01-08 06:06:32
S,2018-01-08 06:06:38
B,2018-01-08 06:07:03
S,2018-01-08 06:07:16
S,2018-01-08 06:07:31
S,2018-01-08 06:08:21
S,2018-01-08 06:09:29
S,2018-01-08 06:10:18
S,2018-01-08 06:10:24
S,2018-01-08 06:11:47
S,2018-01-08 06:12:21
S,2018-01-08 06:12:38
S,2018-01-08 06:13:12
S,2018-01-08 06:13:50
B,2018-01-08 06:17:05
B,2018-01-08 06:19:12
S,2018-01-08 06:19:19
S,2018-01-08 06:21:09
B,2018-01-08 06:21:21
S,2018-01-08 06:21:33
B,2018-01-08 06:21:34
B,2018-01-08 06:21:35
B,2018-01-08 06:22:14
B,2018-01-08 06:22:32
B,2018-01-08 06:24:12
S,2018-01-08 06:24:52
B,2018-01-08 06:25:04
S,2018-01-08 06:25:22
S,2018-01-08 06:25:53
B,2018-01-08 06:26:10
B,2018-01-08 06:26:29
S,2018-01-08 06:27:12
B,2018-01-08 06:27:57
B,2018-01-08 06:28:25
S,2018-01-08 06:28:30
S,2018-01-08 06:29:43
B,2018-01-08 06:30:01
S,2018-01-08 06:32:49
B,2018-01-08 06:33:19
B,2018-01-08 06:34:12
B,2018-01-08 06:34:20
S,2018-01-08 06:35:36
S,2018-01-08 06:36:20
S,2018-01-08 06:37:21
S,2018-01-08 06:38:31
S,2018-01-08 06:39:21
B,2018-01-08 06:39:56
B,2018-01-08 06:40:18
B,2018-01-08 06:40:21
B,2018-01-08 06:40:22
S,2018-01-08 06:40:23
B,2018-01-08 06:40:39
S,2018-01-08 06:40:42
B,2018-01-08 06:41:13
S,2018-01-08 06:41:22
S,2018-01-08 06:42:33
B,2018-01-08 06:42:59
B,2018-01-08 06:43:05
B,2018-01-08 06:43:13
B,2018-01-08 06:43:18
S,2018-01-08 06:44:13
B,2018-01-08 06:44:46
B,2018-01-08 06:45:10
S,2018-01-08 06:45:20
B,2018-01-08 06:45:45
B,2018-01-08 06:46:20
B,2018-01-08 06:47:10
B,2018-01-08 06:47:46
B,2018-01-08 06:47:48
S,2018-01-08 06:47:59
B,2018-01-08 06:48:09
B,2018-01-08 06:48:46
B,2018-01-08 06:49:14
B,2018-01-08 06:50:24
B,2018-01-08 06:50:27
S,2018-01-08 06:50:40
B,2018-01-08 06:50:41
S,2018-01-08 06:52:08
S,2018-01-08 06:52:24
B,2018-01-08 06:52:37
B,2018-01-08 06:53:11
B,2018-01-08 06:53:24
B,2018-01-08 06:54:04
S,2018-01-08 06:54:33
B,2018-01-08 06:54:46
B,2018-01-08 06:55:33
B,2018-01-08 06:56:17
B,2018-01-08 06:57:06
B,2018-01-08 06:58:10
B,2018-01-08 06:58:12
S,2018-01-08 06:58:41
S,2018-01-08 06:58:59
B,2018-01-08 06:59:16
B,2018-01-08 06:59:33
B,2018-01-08 06:59:59
S,2018-01-08 07:00:34
B,2018-01-08 07:00:38
S,2018-01-08 07:00:53
B,2018-01-08 07:01:14
B,2018-01-08 07:02:00
B,2018-01-08 07:03:59
B,2018-01-08 07:04:07
S,2018-01-08 07:05:06
S,2018-01-08 07:05:31
B,2018-01-08 07:05:47
B,2018-01-08 07:06:00
S,2018-01-08 07:06:02
S,2018-01-08 07:06:06
S,2018-01-08 07:06:11
S,2018-01-08 07:06:38
B,2018-01-08 07:07:17
S,2018-01-08 07:07:26
B,2018-01-08 07:07:45
S,2018-01-08 07:08:51
S,2018-01-08 07:08:54
S,2018-01-08 07:09:04
S,2018-01-08 07:09:22
S,2018-01-08 07:09:48
B,2018-01-08 07:10:46
B,2018-01-08 07:10:50
S,2018-01-08 07:10:56
S,2018-01-08 07:11:33
B,2018-01-08 07:11:52
S,2018-01-08 07:12:12
S,2018-01-08 07:12:14
B,2018-01-08 07:12:41
S,2018-01-08 07:13:17
S,2018-01-08 07:14:10
B,2018-01-08 07:14:43
B,2018-01-08 07:14:47
B,2018-01-08 07:15:28
S,2018-01-08 07:16:25
B,2018-01-08 07:16:26
B,2018-01-08 07:16:49
B,2018-01-08 07:18:08
B,2018-01-08 07:18:13
B,2018-01-08 07:18:19
B,2018-01-08 07:18:35
S,2018-01-08 07:18:56
S,2018-01-08 07:19:12
B,2018-01-08 07:19:30
B,2018-01-08 07:19:37
B,2018-01-08 07:20:53
S,2018-01-08 07:21:24
S,2018-01-08 07:21:32
S,2018-01-08 07:21:41
S,2018-01-08 07:22:07
S,2018-01-08 07:23:55
S,2018-01-08 07:23:56
S,2018-01-08 07:24:22
S,2018-01-08 07:24:47
S,2018-01-08 07:24:55
B,2018-01-08 07:26:38
B,2018-01-08 07:27:07
B,2018-01-08 07:27:42
B,2018-01-08 07:28:30
S,2018-01-08 07:28:32
S,2018-01-08 07:28:33
B,2018-01-08 07:29:36
S,2018-01-08 07:30:02
B,2018-01-08 07:31:21
S,2018-01-08 07:31:31
B,2018-01-08 07:31:39
S,2018-01-08 07:31:52
S,2018-01-08 07:31:59
B,2018-01-08 07:32:05
S,2018-01-08 07:32:12
B,2018-01-08 07:33:11
B,2018-01-08 07:33:15
B,2018-01-08 07:33:17
B,2018-01-08 07:34:04
S,2018-01-08 07:34:16
S,2018-01-08 07:34:22
S,2018-01-08 07:34:56
B,2018-01-08 07:35:11
S,2018-01-08 07:35:16
B,2018-01-08 07:35:40
S,2018-01-08 07:36:16
S,2018-01-08 07:36:20
S,2018-01-08 07:36:26
B,2018-01-08 07:36:29
S,2018-01-08 07:36:36
S,2018-01-08 07:36:55
B,2018-01-08 07:36:59
S,2018-01-08 07:37:33
B,2018-01-08 07:37:39
S,2018-01-08 07:37:40
B,2018-01-08 07:37:59
B,2018-01-08 07:38:50
S,2018-01-08 07:39:10
B,2018-01-08 07:39:50
B,2018-01-08 07:39:56
B,2018-01-08 07:40:29
B,2018-01-08 07:41:54
B,2018-01-08 07:42:44
B,2018-01-08 07:43:35
S,2018-01-08 07:44:29
B,2018-01-08 07:44:59
B,2018-01-08 07:45:07
S,2018-01-08 07:45:33
S,2018-01-08 07:45:40
S,2018-01-08 07:46:09
S,2018-01-08 07:46:15
S,2018-01-08 07:46:20
S,2018-01-08 07:46:53
S,2018-01-08 07:47:03
B,2018-01-08 07:47:10
B,2018-01-08 07:47:19
S,2018-01-08 07:48:41
B,2018-01-08 07:48:45
B,2018-01-08 07:49:33
B,2018-01-08 07:49:35
S,2018-01-08 07:49:44
S,2018-01-08 07:50:23
B,2018-01-08 07:50:45
B,2018-01-08 07:51:02
S,2018-01-08 07:51:03
B,2018-01-08 07:51:04
S,2018-01-08 07:51:05
B,2018-01-08 07:51:06
B,2018-01-08 07:51:07
B,2018-01-08 07:51:08
S,2018-01-08 07:51:09
S,2018-01-08 07:51:10
S,2018-01-08 07:51:11
S,2018-01-08 07:51:12
B,2018-01-08 07:51:13
S,2018-01-08 07:51:14
S,2018-01-08 07:51:15
B,2018-01-08 07:51:16
B,2018-01-08 07:51:17
S,2018-01-08 07:51:18
S,2018-01-08 07:51:29
S,2018-01-08 07:51:50
B,2018-01-08 07:51:52
S,2018-01-08 07:52:47
S,2018-01-08 07:52:53
B,2018-01-08 07:53:00
B,2018-01-08 07:53:37
B,2018-01-08 07:53:53
S,2018-01-08 07:55:00
B,2018-01-08 07:55:26
B,2018-01-08 07:55:29
B,2018-01-08 07:55:37
S,2018-01-08 07:56:01
B,2018-01-08 07:57:54
S,2018-01-08 07:59:16
S,2018-01-08 07:59:53
B,2018-01-08 08:00:20
B,2018-01-08 08:00:32
S,2018-01-08 08:00:38
B,2018-01-08 08:01:15
B,2018-01-08 08:01:46
S,2018-01-08 08:02:01
S,2018-01-08 08:02:41
B,2018-01-08 08:03:15
S,2018-01-08 08:03:36
B,2018-01-08 08:03:58
B,2018-01-08 08:04:48
B,2018-01-08 08:04:52
S,2018-01-08 08:05:17
B,2018-01-08 08:06:13
B,2018-01-08 08:06:27
B,2018-01-08 08:06:57
S,2018-01-08 08:07:17
S,2018-01-08 08:08:04
S,2018-01-08 08:08:38
S,2018-01-08 08:09:46
S,2018-01-08 08:10:08
B,2018-01-08 08:10:12
S,2018-01-08 08:10:39
S,2018-01-08 08:10:52
S,2018-01-08 08:11:05
B,2018-01-08 08:11:49
S,2018-01-08 08:11:55
S,2018-01-08 08:12:31
B,2018-01-08 08:12:36
S,2018-01-08 08:13:48
B,2018-01-08 08:14:37
B,2018-01-08 08:14:41
B,2018-01-08 08:15:08
B,2018-01-08 08:15:53
B,2018-01-08 08:15:59
S,2018-01-08 08:16:16
B,2018-01-08 08:18:14
B,2018-01-08 08:18:15
S,2018-01-08 08:18:35
B,2018-01-08 08:19:11
S,2018-01-08 08:19:34
S,2018-01-08 08:20:00
S,2018-01-08 08:20:09
B,2018-01-08 08:20:54
B,2018-01-08 08:21:37
B,2018-01-08 08:22:11
S,2018-01-08 08:22:25
B,2018-01-08 08:22:27
B,2018-01-08 08:23:28
B,2018-01-08 08:23:29
S,2018-01-08 08:23:32
S,2018-01-08 08:23:57
B,2018-01-08 08:24:21
B,2018-01-08 08:24:35
B,2018-01-08 08:24:54
B,2018-01-08 08:25:02
S,2018-01-08 08:26:20
S,2018-01-08 08:27:14
S,2018-01-08 08:27:50
S,2018-01-08 08:28:11
B,2018-01-08 08:29:03
B,2018-01-08 08:29:42
B,2018-01-08 08:29:44
S,2018-01-08 08:32:18
B,2018-01-08 08:32:51
S,2018-01-08 08:33:31
S,2018-01-08 08:33:50
B,2018-01-08 08:34:32
B,2018-01-08 08:35:08
B,2018-01-08 08:35:10
S,2018-01-08 08:35:41
B,2018-01-08 08:36:05
S,2018-01-08 08:36:38
B,2018-01-08 08:36:40
S,2018-01-08 08:36:52
S,2018-01-08 08:37:07
B,2018-01-08 08:38:18
S,2018-01-08 08:38:38
S,2018-01-08 08:38:42
B,2018-01-08 08:39:31
S,2018-01-08 08:39:37
B,2018-01-08 08:39:49
S,2018-01-08 08:40:05
B,2018-01-08 08:40:47
B,2018-01-08 08:41:27
S,2018-01-08 08:41:38
S,2018-01-08 08:41:52
S,2018-01-08 08:43:26
S,2018-01-08 08:43:59
S,2018-01-08 08:44:11
B,2018-01-08 08:44:55
S,2018-01-08 08:45:47
B,2018-01-08 08:45:56
B,2018-01-08 08:46:33
S,2018-01-08 08:46:40
B,2018-01-08 08:46:45
B,2018-01-08 08:47:54
B,2018-01-08 08:48:01
B,2018-01-08 08:48:56
S,2018-01-08 08:49:21
B,2018-01-08 08:50:19
S,2018-01-08 08:51:06
S,2018-01-08 08:51:11
B,2018-01-08 08:51:58
S,2018-01-08 08:52:07
S,2018-01-08 08:53:49
S,2018-01-08 08:53:51
B,2018-01-08 08:54:27
S,2018-01-08 08:54:35
S,2018-01-08 08:54:48
S,2018-01-08 08:55:33
B,2018-01-08 08:55:47
S,2018-01-08 08:56:20
B,2018-01-08 08:57:22
B,2018-01-08 08:58:37
B,2018-01-08 08:58:51
B,2018-01-08 08:59:00
B,2018-01-08 08:59:33
B,2018-01-08 08:59:45
S,2018-01-08 08:59:50
B,2018-01-08 09:00:00
S,2018-01-08 09:01:07
S,2018-01-08 09:01:15
B,2018-01-08 09:01:40
S,2018-01-08 09:02:23
S,2018-01-08 09:02:50
S,2018-01-08 09:03:11
S,2018-01-08 09:05:32
B,2018-01-08 09:05:34
S,2018-01-08 09:05:41
B,2018-01-08 09:06:42
S,2018-01-08 09:06:59
S,2018-01-08 09:07:40
B,2018-01-08 09:07:49
S,2018-01-08 09:09:03
S,2018-01-08 09:09:14
S,2018-01-08 09:09:24
B,2018-01-08 09:09:38
S,2018-01-08 09:09:52
B,2018-01-08 09:10:23
S,2018-01-08 09:10:56
B,2018-01-08 09:11:25
B,2018-01-08 09:12:32
S,2018-01-08 09:12:55
S,2018-01-08 09:13:08
B,2018-01-08 09:14:12
B,2018-01-08 09:14:13
S,2018-01-08 09:15:10
B,2018-01-08 09:15:13
S,2018-01-08 09:15:34
S,2018-01-08 09:16:01
S,2018-01-08 09:17:09
S,2018-01-08 09:17:11
B,2018-01-08 09:17:27
S,2018-01-08 09:17:56
B,2018-01-08 09:18:23
S,2018-01-08 09:18:44
B,2018-01-08 09:19:15
S,2018-01-08 09:19:16
B,2018-01-08 09:21:09
B,2018-01-08 09:21:30
S,2018-01-08 09:22:00
S,2018-01-08 09:22:52
S,2018-01-08 09:24:04
S,2018-01-08 09:24:31
B,2018-01-08 09:24:34
S,2018-01-08 09:24:35
B,2018-01-08 09:24:54
B,2018-01-08 09:25:15
S,2018-01-08 09:25:44
B,2018-01-08 09:25:59
B,2018-01-08 09:26:27
B,2018-01-08 09:27:01
B,2018-01-08 09:27:03
S,2018-01-08 09:27:46
S,2018-01-08 09:27:50
S,2018-01-08 09:27:52
S,2018-01-08 09:28:14
B,2018-01-08 09:28:24
B,2018-01-08 09:28:31
S,2018-01-08 09:28:45
S,2018-01-08 09:29:14
S,2018-01-08 09:31:15
B,2018-01-08 09:31:21
S,2018-01-08 09:31:31
S,2018-01-08 09:31:36
S,2018-01-08 09:31:55
B,2018-01-08 09:32:20
B,2018-01-08 09:32:31
B,2018-01-08 09:35:35
B,2018-01-08 09:35:36
B,2018-01-08 09:36:26
B,2018-01-08 09:36:28
B,2018-01-08 09:37:56
B,2018-01-08 09:38:01
S,2018-01-08 09:38:04
S,2018-01-08 09:38:49
B,2018-01-08 09:39:04
B,2018-01-08 09:42:06
S,2018-01-08 09:43:12
B,2018-01-08 09:43:32
B,2018-01-08 09:44:23
B,2018-01-08 09:44:29
S,2018-01-08 09:44:54
S,2018-01-08 09:45:06
S,2018-01-08 09:45:35
S,2018-01-08 09:46:02
S,2018-01-08 09:46:16
B,2018-01-08 09:46:29
S,2018-01-08 09:47:17
B,2018-01-08 09:47:19
B,2018-01-08 09:47:25
S,2018-01-08 09:47:53
S,2018-01-08 09:48:48
B,2018-01-08 09:50:03
B,2018-01-08 09:51:21
B,2018-01-08 09:52:06
S,2018-01-08 09:53:54
S,2018-01-08 09:54:38
S,2018-01-08 09:55:18
S,2018-01-08 09:55:59
S,2018-01-08 09:56:08
B,2018-01-08 09:56:18
S,2018-01-08 09:56:32
B,2018-01-08 09:56:44
B,2018-01-08 09:57:13
B,2018-01-08 09:57:51
S,2018-01-08 09:58:40
S,2018-01-08 09:59:43
S,2018-01-08 10:00:38
B,2018-01-08 10:01:35
B,2018-01-08 10:01:36
B,2018-01-08 10:01:38
B,2018-01-08 10:02:16
B,2018-01-08 10:02:38
B,2018-01-08 10:02:53
S,2018-01-08 10:03:01
S,2018-01-08 10:04:28
S,2018-01-08 10:04:36
S,2018-01-08 10:04:39
B,2018-01-08 10:05:57
B,2018-01-08 10:06:22
S,2018-01-08 10:06:53
B,2018-01-08 10:07:00
S,2018-01-08 10:07:15
S,2018-01-08 10:07:53
S,2018-01-08 10:08:10
B,2018-01-08 10:08:16
S,2018-01-08 10:08:40
S,2018-01-08 10:08:41
S,2018-01-08 10:08:46
B,2018-01-08 10:09:12
B,2018-01-08 10:09:56
S,2018-01-08 10:09:57
B,2018-01-08 10:10:44
B,2018-01-08 10:11:00
B,2018-01-08 10:11:02
B,2018-01-08 10:11:16
B,2018-01-08 10:11:42
B,2018-01-08 10:12:08
B,2018-01-08 10:12:15
B,2018-01-08 10:13:19
B,2018-01-08 10:13:37
B,2018-01-08 10:13:45
S,2018-01-08 10:14:32
S,2018-01-08 10:14:46
B,2018-01-08 10:14:58
S,2018-01-08 10:15:35
S,2018-01-08 10:15:51
B,2018-01-08 10:15:56
B,2018-01-08 10:16:10
B,2018-01-08 10:16:21
S,2018-01-08 10:16:49
S,2018-01-08 10:16:53
B,2018-01-08 10:16:54
B,2018-01-08 10:17:35
B,2018-01-08 10:18:07
S,2018-01-08 10:18:21
S,2018-01-08 10:19:10
S,2018-01-08 10:19:13
S,2018-01-08 10:19:29
B,2018-01-08 10:20:30
B,2018-01-08 10:21:07
B,2018-01-08 10:21:18
B,2018-01-08 10:21:22
S,2018-01-08 10:23:43
S,2018-01-08 10:24:39
B,2018-01-08 10:24:49
B,2018-01-08 10:25:02
S,2018-01-08 10:25:09
B,2018-01-08 10:25:31
S,2018-01-08 10:27:38
B,2018-01-08 10:27:44
B,2018-01-08 10:29:04
B,2018-01-08 10:29:16
B,2018-01-08 10:29:22
B,2018-01-08 10:29:58
B,2018-01-08 10:30:14
B,2018-01-08 10:30:27
S,2018-01-08 10:30:44
S,2018-01-08 10:31:21
S,2018-01-08 10:31:26
S,2018-01-08 10:32:15
S,2018-01-08 10:32:23
B,2018-01-08 10:34:05
B,2018-01-08 10:35:58
S,2018-01-08 10:36:00
B,2018-01-08 10:36:43
S,2018-01-08 10:36:46
S,2018-01-08 10:36:57
B,2018-01-08 10:37:06
B,2018-01-08 10:37:16
B,2018-01-08 10:37:40
S,2018-01-08 10:39:34
B,2018-01-08 10:40:02
S,2018-01-08 10:40:32
S,2018-01-08 10:40:51
S,2018-01-08 10:41:19
B,2018-01-08 10:42:19
B,2018-01-08 10:42:41
S,2018-01-08 10:43:01
B,2018-01-08 10:43:39
B,2018-01-08 10:44:01
B,2018-01-08 10:45:19
S,2018-01-08 10:45:24
S,2018-01-08 10:46:31
B,2018-01-08 10:46:50
S,2018-01-08 10:48:07
B,2018-01-08 10:48:08
B,2018-01-08 10:48:34
B,2018-01-08 10:48:48
B,2018-01-08 10:49:01
S,2018-01-08 10:49:08
S,2018-01-08 10:49:14
S,2018-01-08 10:49:49
B,2018-01-08 10:50:32
B,2018-01-08 10:52:26
B,2018-01-08 10:53:31
S,2018-01-08 10:53:32
B,2018-01-08 10:53:46
S,2018-01-08 10:53:50
S,2018-01-08 10:53:51
S,2018-01-08 10:53:56
S,2018-01-08 10:54:14
S,2018-01-08 10:54:26
S,2018-01-08 10:54:39
B,2018-01-08 10:54:51
B,2018-01-08 10:54:52
S,2018-01-08 10:55:24
S,2018-01-08 10:55:33
B,2018-01-08 10:55:34
S,2018-01-08 10:55:37
S,2018-01-08 10:56:33
B,2018-01-08 10:56:56
S,2018-01-08 10:57:00
S,2018-01-08 10:57:06
S,2018-01-08 10:57:38
B,2018-01-08 10:57:48
B,2018-01-08 10:57:58
B,2018-01-08 10:58:15
S,2018-01-08 10:59:52
S,2018-01-08 10:59:54
B,2018-01-08 11:01:34
S,2018-01-08 11:01:51
S,2018-01-08 11:02:04
S,2018-01-08 11:02:34
S,2018-01-08 11:03:21
S,2018-01-08 11:03:39
B,2018-01-08 11:03:56
S,2018-01-08 11:03:58
B,2018-01-08 11:04:10
S,2018-01-08 11:04:30
B,2018-01-08 11:04:55
S,2018-01-08 11:05:07
B,2018-01-08 11:05:08
S,2018-01-08 11:06:02
B,2018-01-08 11:06:36
S,2018-01-08 11:07:27
B,2018-01-08 11:07:56
S,2018-01-08 11:08:01
B,2018-01-08 11:08:37
B,2018-01-08 11:08:56
S,2018-01-08 11:09:15
S,2018-01-08 11:09:31
B,2018-01-08 11:10:36
S,2018-01-08 11:10:50
B,2018-01-08 11:11:27
B,2018-01-08 11:11:50
B,2018-01-08 11:11:57
S,2018-01-08 11:12:37
B,2018-01-08 11:12:40
B,2018-01-08 11:12:44
S,2018-01-08 11:13:29
S,2018-01-08 11:14:05
S,2018-01-08 11:14:06
S,2018-01-08 11:14:40
B,2018-01-08 11:15:27
B,2018-01-08 11:15:42
B,2018-01-08 11:15:50
B,2018-01-08 11:16:00
S,2018-01-08 11:16:19
B,2018-01-08 11:17:16
B,2018-01-08 11:17:18
S,2018-01-08 11:18:05
B,2018-01-08 11:18:11
B,2018-01-08 11:18:27
B,2018-01-08 11:18:40
B,2018-01-08 11:18:54
B,2018-01-08 11:19:10
B,2018-01-08 11:20:32
S,2018-01-08 11:20:41
S,2018-01-08 11:20:44
B,2018-01-08 11:20:56
B,2018-01-08 11:21:21
S,2018-01-08 11:21:28
B,2018-01-08 11:21:29
B,2018-01-08 11:22:35
B,2018-01-08 11:22:57
S,2018-01-08 11:23:09
B,2018-01-08 11:23:11
S,2018-01-08 11:23:16
B,2018-01-08 11:23:19
S,2018-01-08 11:24:22
S,2018-01-08 11:25:07
B,2018-01-08 11:25:46
S,2018-01-08 11:26:14
B,2018-01-08 11:26:19
S,2018-01-08 11:26:21
B,2018-01-08 11:29:06
B,2018-01-08 11:29:15
S,2018-01-08 11:30:01
B,2018-01-08 11:30:29
B,2018-01-08 11:30:30
S,2018-01-08 11:31:43
B,2018-01-08 11:32:05
B,2018-01-08 11:32:06
S,2018-01-08 11:32:28
S,2018-01-08 11:32:40
B,2018-01-08 11:33:24
B,2018-01-08 11:33:28
S,2018-01-08 11:33:33
S,2018-01-08 11:35:46
B,2018-01-08 11:36:33
S,2018-01-08 11:36:39
B,2018-01-08 11:37:48
B,2018-01-08 11:38:06
B,2018-01-08 11:38:11
B,2018-01-08 11:38:24
B,2018-01-08 11:38:56
S,2018-01-08 11:39:15
S,2018-01-08 11:39:32
S,2018-01-08 11:39:39
S,2018-01-08 11:40:42
B,2018-01-08 11:40:44
B,2018-01-08 11:41:13
B,2018-01-08 11:41:24
B,2018-01-08 11:41:49
S,2018-01-08 11:41:51
B,2018-01-08 11:42:00
B,2018-01-08 11:42:04
S,2018-01-08 11:42:37
S,2018-01-08 11:44:17
S,2018-01-08 11:45:40
S,2018-01-08 11:46:54
B,2018-01-08 11:47:23
B,2018-01-08 11:47:28
S,2018-01-08 11:48:34
B,2018-01-08 11:48:44
B,2018-01-08 11:49:37
B,2018-01-08 11:49:42
S,2018-01-08 11:50:14
B,2018-01-08 11:50:47
S,2018-01-08 11:50:57
B,2018-01-08 11:51:20
B,2018-01-08 11:51:26
B,2018-01-08 11:51:30
S,2018-01-08 11:52:28
B,2018-01-08 11:52:38
S,2018-01-08 11:52:59
S,2018-01-08 11:53:27
S,2018-01-08 11:53:41
B,2018-01-08 11:53:45
B,2018-01-08 11:53:48
B,2018-01-08 11:53:50
B,2018-01-08 11:55:14
S,2018-01-08 11:55:26
S,2018-01-08 11:55:58
S,2018-01-08 11:56:20
B,2018-01-08 11:57:06
S,2018-01-08 11:57:22
B,2018-01-08 11:57:35
S,2018-01-08 11:58:20
B,2018-01-08 11:59:06
B,2018-01-08 11:59:59
S,2018-01-08 12:00:12
S,2018-01-08 12:00:42
S,2018-01-08 12:00:47
S,2018-01-08 12:00:58
B,2018-01-08 12:01:47
S,2018-01-08 12:02:28
S,2018-01-08 12:02:51
S,2018-01-08 12:03:07
B,2018-01-08 12:03:10
B,2018-01-08 12:04:57
S,2018-01-08 12:05:59
B,2018-01-08 12:06:13
S,2018-01-08 12:06:26
B,2018-01-08 12:06:31
B,2018-01-08 12:06:55
B,2018-01-08 12:07:40
B,2018-01-08 12:08:15
S,2018-01-08 12:08:49
S,2018-01-08 12:09:23
S,2018-01-08 12:10:08
B,2018-01-08 12:10:42
S,2018-01-08 12:11:52
S,2018-01-08 12:11:57
S,2018-01-08 12:12:44
B,2018-01-08 12:13:44
B,2018-01-08 12:13:56
B,2018-01-08 12:14:01
S,2018-01-08 12:14:20
S,2018-01-08 12:14:38
S,2018-01-08 12:14:47
B,2018-01-08 12:15:39
B,2018-01-08 12:15:59
S,2018-01-08 12:16:19
B,2018-01-08 12:16:24
B,2018-01-08 12:17:35
B,2018-01-08 12:17:37
B,2018-01-08 12:18:15
S,2018-01-08 12:18:44
B,2018-01-08 12:18:55
B,2018-01-08 12:19:52
B,2018-01-08 12:20:00
B,2018-01-08 12:21:04
S,2018-01-08 12:22:03
S,2018-01-08 12:22:10
B,2018-01-08 12:22:14
B,2018-01-08 12:22:23
B,2018-01-08 12:22:29
B,2018-01-08 12:22:31
B,2018-01-08 12:22:43
B,2018-01-08 12:23:50
S,2018-01-08 12:23:58
B,2018-01-08 12:24:07
S,2018-01-08 12:24:10
S,2018-01-08 12:24:26
B,2018-01-08 12:24:37
S,2018-01-08 12:24:49
S,2018-01-08 12:24:51
S,2018-01-08 12:24:56
S,2018-01-08 12:25:00
S,2018-01-08 12:25:04
S,2018-01-08 12:25:26
B,2018-01-08 12:26:01
S,2018-01-08 12:26:16
S,2018-01-08 12:26:20
S,2018-01-08 12:26:46
B,2018-01-08 12:26:53
S,2018-01-08 12:27:06
B,2018-01-08 12:27:35
S,2018-01-08 12:28:24
B,2018-01-08 12:28:27
B,2018-01-08 12:28:44
S,2018-01-08 12:31:14
S,2018-01-08 12:31:18
B,2018-01-08 12:31:56
S,2018-01-08 12:32:25
B,2018-01-08 12:32:27
B,2018-01-08 12:32:50
B,2018-01-08 12:33:15
B,2018-01-08 12:34:01
B,2018-01-08 12:34:21
S,2018-01-08 12:34:40
B,2018-01-08 12:35:07
B,2018-01-08 12:35:11
S,2018-01-08 12:35:12
B,2018-01-08 12:35:17
S,2018-01-08 12:35:29
S,2018-01-08 12:35:34
S,2018-01-08 12:36:17
B,2018-01-08 12:36:33
B,2018-01-08 12:36:54
B,2018-01-08 12:38:17
S,2018-01-08 12:38:38
B,2018-01-08 12:39:33
S,2018-01-08 12:39:53
B,2018-01-08 12:40:14
S,2018-01-08 12:40:38
B,2018-01-08 12:41:47
B,2018-01-08 12:42:15
B,2018-01-08 12:42:55
S,2018-01-08 12:43:24
S,2018-01-08 12:43:52
B,2018-01-08 12:44:07
B,2018-01-08 12:44:17
S,2018-01-08 12:44:50
S,2018-01-08 12:45:42
S,2018-01-08 12:46:25
B,2018-01-08 12:46:26
S,2018-01-08 12:46:35
B,2018-01-08 12:46:50
S,2018-01-08 12:49:36
B,2018-01-08 12:49:51
S,2018-01-08 12:50:03
S,2018-01-08 12:50:23
S,2018-01-08 12:50:38
S,2018-01-08 12:52:33
S,2018-01-08 12:53:32
B,2018-01-08 12:54:29
S,2018-01-08 12:56:06
S,2018-01-08 12:56:45
S,2018-01-08 12:59:32
B,2018-01-08 12:59:34
S,2018-01-08 12:59:38
B,2018-01-08 12:59:46
S,2018-01-08 13:00:15
S,2018-01-08 13:00:18
B,2018-01-08 13:00:59
S,2018-01-08 13:01:03
B,2018-01-08 13:01:14
B,2018-01-08 13:01:33
S,2018-01-08 13:01:48
B,2018-01-08 13:01:59
S,2018-01-08 13:02:03
S,2018-01-08 13:02:06
B,2018-01-08 13:03:27
B,2018-01-08 13:04:06
B,2018-01-08 13:04:17
B,2018-01-08 13:04:36
S,2018-01-08 13:04:38
S,2018-01-08 13:05:26
B,2018-01-08 13:05:38
